transaction_id,store_number,transaction_date,transaction_time,user_id,category,id_check_complete,id_check_passed
TXN010565,009,2025-10-27,17:52,U0161,alcohol,False,
TXN010566,004,2025-10-27,18:04,U0067,lottery,False,
TXN010567,027,2025-10-27,18:06,U0490,alcohol,False,
TXN010568,014,2025-10-27,18:08,U0254,energy drinks,False,
TXN010569,002,2025-10-27,18:11,U0025,tobacco,False,
TXN010570,026,2025-10-27,18:18,U0450,alcohol,True,False
TXN010571,019,2025-10-27,18:21,U0328,tobacco,False,
TXN010572,026,2025-10-27,18:21,U0458,alcohol,False,
TXN010573,010,2025-10-27,18:23,U0164,alcohol,False,
TXN010574,014,2025-10-27,18:31,U0246,alcohol,True,False
TXN010575,030,2025-10-27,18:39,U0529,alcohol,True,True
TXN010576,005,2025-10-27,18:45,U0101,energy drinks,False,
TXN010577,020,2025-10-27,18:45,U0359,lottery,False,
TXN010578,013,2025-10-27,19:10,U0217,energy drinks,False,
TXN010579,003,2025-10-27,19:12,U0049,alcohol,False,
TXN010580,013,2025-10-27,19:14,U0233,analgesics,False,
TXN010581,012,2025-10-27,19:20,U0211,alcohol,False,
TXN010582,013,2025-10-27,19:23,U0220,tobacco,True,True
TXN010583,029,2025-10-27,19:28,U0509,alcohol,False,
TXN010584,019,2025-10-27,19:35,U0320,tobacco,True,True
TXN010585,003,2025-10-27,19:37,U0052,alcohol,False,
TXN010586,001,2025-10-27,19:58,U0016,alcohol,False,
TXN010587,025,2025-10-27,20:01,U0446,analgesics,True,True
TXN010588,014,2025-10-27,20:15,U0254,alcohol,False,
TXN010589,003,2025-10-27,20:18,U0039,alcohol,False,
TXN010590,018,2025-10-27,20:19,U0307,lottery,False,
TXN010591,024,2025-10-27,20:36,U0418,alcohol,True,False
TXN010592,023,2025-10-27,20:39,U0405,energy drinks,False,
TXN010593,020,2025-10-27,20:56,U0352,tobacco,False,
TXN010594,004,2025-10-27,21:06,U0059,lottery,True,False
TXN010595,009,2025-10-27,21:15,U0158,alcohol,False,
TXN010596,015,2025-10-27,21:31,U0261,alcohol,False,
TXN010597,003,2025-10-27,21:36,U0039,alcohol,False,
TXN010598,021,2025-10-28,08:01,U0368,lottery,False,
TXN010599,010,2025-10-28,08:13,U0171,tobacco,False,
TXN010600,001,2025-10-28,08:18,U0017,tobacco,False,
TXN010601,030,2025-10-28,08:18,U0516,lottery,False,
TXN010602,014,2025-10-28,08:20,U0241,tobacco,False,
TXN010603,026,2025-10-28,08:33,U0450,alcohol,False,
TXN010604,004,2025-10-28,08:38,U0073,energy drinks,False,
TXN010605,026,2025-10-28,08:41,U0454,lottery,True,True
TXN010606,012,2025-10-28,09:03,U0205,energy drinks,False,
TXN010607,021,2025-10-28,09:35,U0379,tobacco,False,
TXN010608,006,2025-10-28,09:37,U0110,analgesics,False,
TXN010609,013,2025-10-28,09:47,U0221,tobacco,True,True
TXN010610,008,2025-10-28,10:00,U0148,tobacco,False,
TXN010611,002,2025-10-28,10:23,U0035,energy drinks,False,
TXN010612,020,2025-10-28,10:24,U0354,alcohol,False,
TXN010613,023,2025-10-28,10:45,U0399,tobacco,False,
TXN010614,023,2025-10-28,10:56,U0408,alcohol,False,
TXN010615,021,2025-10-28,10:57,U0373,energy drinks,True,True
TXN010616,023,2025-10-28,10:57,U0400,energy drinks,True,True
TXN010617,019,2025-10-28,11:12,U0326,lottery,False,
TXN010618,020,2025-10-28,11:13,U0349,alcohol,False,
TXN010619,028,2025-10-28,11:15,U0492,alcohol,False,
TXN010620,003,2025-10-28,11:39,U0040,energy drinks,False,
TXN010621,019,2025-10-28,11:39,U0337,lottery,False,
TXN010622,003,2025-10-28,11:40,U0042,alcohol,True,True
TXN010623,004,2025-10-28,11:49,U0062,tobacco,False,
TXN010624,029,2025-10-28,11:50,U0508,alcohol,False,
TXN010625,022,2025-10-28,12:04,U0386,alcohol,True,True
TXN010626,018,2025-10-28,12:06,U0317,lottery,False,
TXN010627,002,2025-10-28,12:13,U0036,alcohol,False,
TXN010628,014,2025-10-28,12:16,U0242,lottery,False,
TXN010629,020,2025-10-28,12:17,U0354,lottery,False,
TXN010630,003,2025-10-28,12:27,U0040,lottery,False,
TXN010631,022,2025-10-28,12:32,U0385,alcohol,False,
TXN010632,007,2025-10-28,12:35,U0134,tobacco,False,
TXN010633,023,2025-10-28,13:04,U0411,energy drinks,True,True
TXN010634,012,2025-10-28,13:18,U0211,lottery,False,
TXN010635,030,2025-10-28,13:19,U0527,lottery,False,
TXN010636,012,2025-10-28,13:33,U0201,lottery,False,
TXN010637,012,2025-10-28,13:39,U0211,tobacco,False,
TXN010638,001,2025-10-28,13:40,U0003,tobacco,False,
TXN010639,001,2025-10-28,13:46,U0007,tobacco,False,
TXN010640,026,2025-10-28,13:55,U0456,tobacco,False,
TXN010641,015,2025-10-28,13:56,U0262,lottery,False,
TXN010642,030,2025-10-28,13:58,U0525,alcohol,False,
TXN010643,019,2025-10-28,13:59,U0321,energy drinks,False,
TXN010644,002,2025-10-28,14:13,U0032,lottery,False,
TXN010645,019,2025-10-28,14:13,U0336,tobacco,False,
TXN010646,010,2025-10-28,14:41,U0170,alcohol,False,
TXN010647,027,2025-10-28,15:07,U0488,tobacco,False,
TXN010648,008,2025-10-28,15:08,U0146,alcohol,False,
TXN010649,010,2025-10-28,15:45,U0182,energy drinks,False,
TXN010650,026,2025-10-28,15:52,U0455,lottery,False,
TXN010651,012,2025-10-28,16:00,U0210,tobacco,False,
TXN010652,001,2025-10-28,16:04,U0014,tobacco,False,
TXN010653,021,2025-10-28,16:08,U0371,analgesics,False,
TXN010654,023,2025-10-28,16:43,U0403,lottery,False,
TXN010655,015,2025-10-28,16:45,U0269,tobacco,True,True
TXN010656,014,2025-10-28,16:59,U0248,tobacco,False,
TXN010657,009,2025-10-28,17:05,U0151,lottery,False,
TXN010658,021,2025-10-28,17:11,U0371,tobacco,False,
TXN010659,019,2025-10-28,17:14,U0331,alcohol,False,
TXN010660,019,2025-10-28,17:16,U0324,alcohol,False,
TXN010661,005,2025-10-28,17:32,U0090,alcohol,False,
TXN010662,007,2025-10-28,17:35,U0134,lottery,False,
TXN010663,020,2025-10-28,17:43,U0352,alcohol,False,
TXN010664,013,2025-10-28,17:44,U0215,lottery,False,
TXN010665,021,2025-10-28,17:45,U0375,tobacco,False,
TXN010666,005,2025-10-28,17:49,U0090,lottery,True,True
TXN010667,009,2025-10-28,17:50,U0155,alcohol,False,
TXN010668,005,2025-10-28,17:54,U0092,alcohol,False,
TXN010669,021,2025-10-28,18:05,U0371,tobacco,False,
TXN010670,012,2025-10-28,18:07,U0200,lottery,False,
TXN010671,022,2025-10-28,18:13,U0385,tobacco,False,
TXN010672,001,2025-10-28,18:15,U0022,alcohol,False,
TXN010673,004,2025-10-28,18:20,U0077,alcohol,False,
TXN010674,009,2025-10-28,18:23,U0158,tobacco,False,
TXN010675,004,2025-10-28,18:25,U0075,alcohol,False,
TXN010676,027,2025-10-28,18:28,U0483,alcohol,False,
TXN010677,028,2025-10-28,18:28,U0492,alcohol,False,
TXN010678,006,2025-10-28,18:29,U0110,analgesics,False,
TXN010679,022,2025-10-28,18:38,U0384,tobacco,False,
TXN010680,023,2025-10-28,18:44,U0401,tobacco,False,
TXN010681,019,2025-10-28,18:47,U0344,alcohol,False,
TXN010682,006,2025-10-28,18:51,U0114,energy drinks,True,True
TXN010683,003,2025-10-28,18:53,U0052,alcohol,False,
TXN010684,006,2025-10-28,19:00,U0104,analgesics,False,
TXN010685,021,2025-10-28,19:01,U0371,energy drinks,False,
TXN010686,015,2025-10-28,19:08,U0267,alcohol,False,
TXN010687,010,2025-10-28,19:09,U0164,tobacco,False,
TXN010688,007,2025-10-28,19:12,U0133,tobacco,True,True
TXN010689,024,2025-10-28,19:14,U0433,lottery,False,
TXN010690,030,2025-10-28,19:15,U0518,alcohol,False,
TXN010691,013,2025-10-28,19:29,U0217,tobacco,True,True
TXN010692,015,2025-10-28,19:31,U0266,tobacco,False,
TXN010693,010,2025-10-28,19:34,U0166,alcohol,True,True
TXN010694,005,2025-10-28,19:35,U0080,analgesics,False,
TXN010695,009,2025-10-28,19:35,U0155,energy drinks,False,
TXN010696,006,2025-10-28,19:47,U0116,lottery,False,
TXN010697,012,2025-10-28,19:49,U0205,alcohol,False,
TXN010698,020,2025-10-28,19:51,U0352,lottery,False,
TXN010699,030,2025-10-28,19:51,U0529,alcohol,False,
TXN010700,022,2025-10-28,20:00,U0386,alcohol,False,
TXN010701,016,2025-10-28,20:05,U0283,tobacco,False,
TXN010702,026,2025-10-28,20:05,U0469,tobacco,True,True
TXN010703,005,2025-10-28,20:19,U0083,tobacco,False,
TXN010704,005,2025-10-28,20:27,U0092,tobacco,False,
TXN010705,015,2025-10-28,20:35,U0272,tobacco,False,
TXN010706,027,2025-10-28,20:36,U0487,tobacco,True,True
TXN010707,007,2025-10-28,20:43,U0123,alcohol,False,
TXN010708,021,2025-10-28,20:49,U0368,tobacco,False,
TXN010709,019,2025-10-28,20:51,U0324,alcohol,False,
TXN010710,030,2025-10-28,21:05,U0515,tobacco,True,True
TXN010711,001,2025-10-28,21:10,U0005,tobacco,True,False
TXN010712,013,2025-10-28,21:16,U0233,alcohol,False,
TXN010713,026,2025-10-28,21:16,U0451,tobacco,False,
TXN010714,011,2025-10-28,21:31,U0190,alcohol,False,
TXN010715,019,2025-10-28,21:55,U0324,tobacco,False,
TXN010716,005,2025-10-29,08:10,U0087,energy drinks,False,
TXN010717,008,2025-10-29,08:17,U0138,tobacco,False,
TXN010718,016,2025-10-29,08:35,U0281,tobacco,False,
TXN010719,027,2025-10-29,08:52,U0482,tobacco,True,True
TXN010720,010,2025-10-29,09:00,U0164,lottery,True,True
TXN010721,029,2025-10-29,09:25,U0508,tobacco,False,
TXN010722,022,2025-10-29,09:29,U0387,analgesics,True,True
TXN010723,025,2025-10-29,10:02,U0448,tobacco,False,
TXN010724,024,2025-10-29,10:15,U0432,lottery,False,
TXN010725,001,2025-10-29,10:30,U0022,energy drinks,False,
TXN010726,026,2025-10-29,10:32,U0459,lottery,False,
TXN010727,002,2025-10-29,10:38,U0023,tobacco,False,
TXN010728,002,2025-10-29,10:45,U0035,alcohol,False,
TXN010729,006,2025-10-29,10:59,U0111,tobacco,True,True
TXN010730,006,2025-10-29,11:01,U0118,alcohol,False,
TXN010731,014,2025-10-29,11:03,U0245,tobacco,False,
TXN010732,027,2025-10-29,11:07,U0482,tobacco,False,
TXN010733,002,2025-10-29,11:26,U0032,alcohol,False,
TXN010734,025,2025-10-29,11:32,U0449,alcohol,True,True
TXN010735,019,2025-10-29,11:51,U0324,tobacco,False,
TXN010736,022,2025-10-29,11:58,U0381,analgesics,False,
TXN010737,005,2025-10-29,12:07,U0079,alcohol,False,
TXN010738,027,2025-10-29,12:07,U0472,alcohol,False,
TXN010739,015,2025-10-29,12:09,U0274,alcohol,False,
TXN010740,010,2025-10-29,12:22,U0182,lottery,False,
TXN010741,027,2025-10-29,12:25,U0489,tobacco,False,
TXN010742,006,2025-10-29,12:36,U0121,alcohol,False,
TXN010743,012,2025-10-29,12:47,U0205,alcohol,False,
TXN010744,015,2025-10-29,12:49,U0274,alcohol,True,True
TXN010745,017,2025-10-29,12:57,U0296,alcohol,False,
TXN010746,019,2025-10-29,13:04,U0323,tobacco,False,
TXN010747,002,2025-10-29,13:06,U0029,analgesics,False,
TXN010748,020,2025-10-29,13:18,U0347,lottery,False,
TXN010749,011,2025-10-29,13:27,U0192,alcohol,False,
TXN010750,015,2025-10-29,13:30,U0270,tobacco,False,
TXN010751,027,2025-10-29,13:34,U0490,alcohol,False,
TXN010752,015,2025-10-29,13:44,U0267,tobacco,False,
TXN010753,005,2025-10-29,13:48,U0095,tobacco,False,
TXN010754,016,2025-10-29,14:00,U0286,lottery,False,
TXN010755,010,2025-10-29,14:14,U0171,alcohol,False,
TXN010756,010,2025-10-29,14:31,U0166,tobacco,False,
TXN010757,012,2025-10-29,14:40,U0211,lottery,False,
TXN010758,019,2025-10-29,14:41,U0336,tobacco,False,
TXN010759,008,2025-10-29,14:56,U0148,alcohol,False,
TXN010760,014,2025-10-29,14:57,U0252,alcohol,False,
TXN010761,003,2025-10-29,15:05,U0046,lottery,False,
TXN010762,010,2025-10-29,15:07,U0165,tobacco,True,True
TXN010763,028,2025-10-29,15:07,U0494,lottery,False,
TXN010764,008,2025-10-29,16:05,U0137,lottery,False,
TXN010765,001,2025-10-29,16:13,U0006,alcohol,False,
TXN010766,010,2025-10-29,16:16,U0181,lottery,False,
TXN010767,029,2025-10-29,16:24,U0513,tobacco,True,True
TXN010768,029,2025-10-29,16:37,U0509,alcohol,False,
TXN010769,009,2025-10-29,16:56,U0155,lottery,False,
TXN010770,023,2025-10-29,17:12,U0401,alcohol,False,
TXN010771,008,2025-10-29,17:14,U0140,alcohol,False,
TXN010772,019,2025-10-29,17:21,U0344,alcohol,False,
TXN010773,002,2025-10-29,17:25,U0032,alcohol,False,
TXN010774,022,2025-10-29,17:25,U0386,lottery,False,
TXN010775,004,2025-10-29,17:28,U0067,analgesics,True,True
TXN010776,005,2025-10-29,17:30,U0086,tobacco,False,
TXN010777,014,2025-10-29,17:34,U0253,energy drinks,False,
TXN010778,025,2025-10-29,17:41,U0439,energy drinks,False,
TXN010779,002,2025-10-29,17:43,U0032,alcohol,False,
TXN010780,023,2025-10-29,17:50,U0396,alcohol,False,
TXN010781,014,2025-10-29,17:54,U0254,alcohol,False,
TXN010782,004,2025-10-29,17:57,U0060,alcohol,False,
TXN010783,020,2025-10-29,18:01,U0354,lottery,False,
TXN010784,017,2025-10-29,18:04,U0303,alcohol,False,
TXN010785,014,2025-10-29,18:06,U0248,alcohol,False,
TXN010786,003,2025-10-29,18:07,U0039,alcohol,False,
TXN010787,014,2025-10-29,18:11,U0255,analgesics,False,
TXN010788,030,2025-10-29,18:11,U0526,tobacco,False,
TXN010789,024,2025-10-29,18:17,U0420,tobacco,False,
TXN010790,029,2025-10-29,18:19,U0508,alcohol,False,
TXN010791,022,2025-10-29,18:20,U0389,alcohol,True,True
TXN010792,026,2025-10-29,18:23,U0452,lottery,False,
TXN010793,010,2025-10-29,18:34,U0168,lottery,True,True
TXN010794,024,2025-10-29,18:42,U0429,alcohol,False,
TXN010795,015,2025-10-29,18:54,U0274,alcohol,False,
TXN010796,010,2025-10-29,18:55,U0167,energy drinks,False,
TXN010797,022,2025-10-29,19:00,U0385,alcohol,True,False
TXN010798,024,2025-10-29,19:15,U0433,tobacco,True,True
TXN010799,026,2025-10-29,19:17,U0452,lottery,True,True
TXN010800,027,2025-10-29,19:22,U0486,lottery,True,True
TXN010801,020,2025-10-29,19:23,U0348,lottery,False,
TXN010802,026,2025-10-29,19:28,U0450,tobacco,False,
TXN010803,010,2025-10-29,19:30,U0178,lottery,False,
TXN010804,026,2025-10-29,19:35,U0455,tobacco,False,
TXN010805,007,2025-10-29,19:39,U0133,alcohol,True,True
TXN010806,003,2025-10-29,19:41,U0049,alcohol,False,
TXN010807,020,2025-10-29,19:41,U0354,alcohol,False,
TXN010808,027,2025-10-29,19:44,U0478,alcohol,False,
TXN010809,020,2025-10-29,19:47,U0350,alcohol,True,True
TXN010810,026,2025-10-29,19:56,U0452,tobacco,False,
TXN010811,010,2025-10-29,20:30,U0169,tobacco,True,False
TXN010812,004,2025-10-29,20:37,U0059,alcohol,False,
TXN010813,019,2025-10-29,20:45,U0330,lottery,False,
TXN010814,002,2025-10-29,20:50,U0035,alcohol,False,
TXN010815,026,2025-10-29,20:53,U0467,lottery,False,
TXN010816,005,2025-10-29,20:54,U0090,alcohol,False,
TXN010817,030,2025-10-29,21:09,U0528,lottery,False,
TXN010818,019,2025-10-29,21:12,U0320,lottery,True,True
TXN010819,029,2025-10-29,21:19,U0514,alcohol,True,True
TXN010820,008,2025-10-29,21:37,U0148,energy drinks,False,
TXN010821,010,2025-10-29,21:41,U0169,alcohol,False,
TXN010822,024,2025-10-29,21:42,U0429,tobacco,False,
TXN010823,002,2025-10-29,21:46,U0033,analgesics,False,
TXN010824,014,2025-10-30,08:00,U0243,energy drinks,False,
TXN010825,013,2025-10-30,08:05,U0219,lottery,False,
TXN010826,015,2025-10-30,08:16,U0273,alcohol,True,True
TXN010827,016,2025-10-30,08:31,U0284,tobacco,True,True
TXN010828,005,2025-10-30,08:50,U0087,alcohol,False,
TXN010829,025,2025-10-30,09:00,U0434,energy drinks,False,
TXN010830,005,2025-10-30,09:10,U0096,alcohol,False,
TXN010831,003,2025-10-30,09:22,U0044,energy drinks,False,
TXN010832,022,2025-10-30,09:24,U0382,energy drinks,True,True
TXN010833,004,2025-10-30,09:35,U0071,alcohol,False,
TXN010834,006,2025-10-30,09:41,U0119,analgesics,False,
TXN010835,007,2025-10-30,10:05,U0123,alcohol,False,
TXN010836,015,2025-10-30,10:16,U0259,alcohol,True,True
TXN010837,030,2025-10-30,10:24,U0533,tobacco,False,
TXN010838,018,2025-10-30,10:30,U0307,alcohol,False,
TXN010839,014,2025-10-30,10:49,U0252,tobacco,False,
TXN010840,024,2025-10-30,10:58,U0426,lottery,False,
TXN010841,021,2025-10-30,11:08,U0375,tobacco,False,
TXN010842,010,2025-10-30,11:19,U0169,analgesics,False,
TXN010843,007,2025-10-30,12:35,U0130,alcohol,False,
TXN010844,022,2025-10-30,13:10,U0381,alcohol,True,True
TXN010845,002,2025-10-30,13:16,U0031,tobacco,False,
TXN010846,006,2025-10-30,13:19,U0118,lottery,False,
TXN010847,001,2025-10-30,13:36,U0021,lottery,True,True
TXN010848,003,2025-10-30,13:38,U0052,tobacco,True,True
TXN010849,004,2025-10-30,13:40,U0078,alcohol,True,True
TXN010850,016,2025-10-30,13:43,U0279,alcohol,False,
TXN010851,026,2025-10-30,13:49,U0457,alcohol,False,
TXN010852,010,2025-10-30,13:53,U0171,alcohol,False,
TXN010853,012,2025-10-30,13:53,U0201,alcohol,False,
TXN010854,006,2025-10-30,14:04,U0115,tobacco,False,
TXN010855,012,2025-10-30,14:12,U0207,analgesics,False,
TXN010856,027,2025-10-30,14:15,U0490,tobacco,True,True
TXN010857,024,2025-10-30,14:22,U0419,analgesics,False,
TXN010858,012,2025-10-30,14:28,U0214,alcohol,False,
TXN010859,029,2025-10-30,14:33,U0514,analgesics,True,True
TXN010860,016,2025-10-30,14:48,U0285,tobacco,False,
TXN010861,017,2025-10-30,14:55,U0296,lottery,False,
TXN010862,005,2025-10-30,15:13,U0098,energy drinks,True,True
TXN010863,017,2025-10-30,15:26,U0301,alcohol,False,
TXN010864,012,2025-10-30,16:06,U0210,alcohol,False,
TXN010865,025,2025-10-30,16:13,U0439,tobacco,False,
TXN010866,005,2025-10-30,16:14,U0085,fireworks,True,True
TXN010867,013,2025-10-30,16:31,U0216,analgesics,False,
TXN010868,011,2025-10-30,16:50,U0193,alcohol,False,
TXN010869,014,2025-10-30,16:58,U0241,alcohol,False,
TXN010870,026,2025-10-30,16:58,U0458,alcohol,True,True
TXN010871,003,2025-10-30,17:12,U0057,tobacco,False,
TXN010872,022,2025-10-30,17:21,U0385,alcohol,False,
TXN010873,023,2025-10-30,17:28,U0399,analgesics,True,True
TXN010874,021,2025-10-30,17:33,U0367,tobacco,False,
TXN010875,001,2025-10-30,17:36,U0015,alcohol,False,
TXN010876,015,2025-10-30,17:37,U0267,alcohol,False,
TXN010877,030,2025-10-30,17:39,U0515,alcohol,False,
TXN010878,013,2025-10-30,17:52,U0224,energy drinks,False,
TXN010879,019,2025-10-30,17:53,U0324,alcohol,False,
TXN010880,017,2025-10-30,18:06,U0295,alcohol,False,
TXN010881,008,2025-10-30,18:13,U0148,alcohol,False,
TXN010882,020,2025-10-30,18:14,U0352,alcohol,False,
TXN010883,002,2025-10-30,18:16,U0027,energy drinks,False,
TXN010884,027,2025-10-30,18:18,U0485,alcohol,False,
TXN010885,004,2025-10-30,18:37,U0070,alcohol,False,
TXN010886,030,2025-10-30,18:39,U0526,alcohol,False,
TXN010887,023,2025-10-30,18:41,U0399,alcohol,False,
TXN010888,013,2025-10-30,18:43,U0217,fireworks,False,
TXN010889,019,2025-10-30,18:47,U0321,alcohol,False,
TXN010890,007,2025-10-30,18:50,U0133,energy drinks,True,False
TXN010891,023,2025-10-30,18:56,U0400,alcohol,False,
TXN010892,024,2025-10-30,19:00,U0433,alcohol,False,
TXN010893,013,2025-10-30,19:10,U0227,alcohol,False,
TXN010894,008,2025-10-30,19:25,U0138,alcohol,False,
TXN010895,006,2025-10-30,19:30,U0106,lottery,False,
TXN010896,017,2025-10-30,19:31,U0297,tobacco,False,
TXN010897,019,2025-10-30,19:40,U0324,lottery,False,
TXN010898,010,2025-10-30,19:52,U0185,lottery,False,
TXN010899,021,2025-10-30,19:55,U0368,alcohol,True,True
TXN010900,010,2025-10-30,20:05,U0177,alcohol,False,
TXN010901,002,2025-10-30,20:31,U0023,tobacco,False,
TXN010902,025,2025-10-30,20:31,U0437,alcohol,False,
TXN010903,021,2025-10-30,20:44,U0376,tobacco,False,
TXN010904,008,2025-10-30,20:45,U0148,lottery,False,
TXN010905,006,2025-10-30,20:55,U0113,analgesics,False,
TXN010906,016,2025-10-30,20:56,U0288,tobacco,False,
TXN010907,016,2025-10-30,20:57,U0279,alcohol,False,
TXN010908,006,2025-10-30,21:10,U0113,alcohol,False,
TXN010909,001,2025-10-30,21:32,U0014,alcohol,False,
TXN010910,022,2025-10-30,21:42,U0386,alcohol,False,
TXN010911,005,2025-10-30,21:52,U0095,tobacco,False,
TXN010912,024,2025-10-31,08:06,U0414,alcohol,False,
TXN010913,026,2025-10-31,08:11,U0467,lottery,False,
TXN010914,026,2025-10-31,08:16,U0455,lottery,False,
TXN010915,014,2025-10-31,08:31,U0251,alcohol,False,
TXN010916,001,2025-10-31,08:51,U0012,alcohol,False,
TXN010917,014,2025-10-31,08:56,U0254,analgesics,False,
TXN010918,019,2025-10-31,09:04,U0327,alcohol,False,
TXN010919,014,2025-10-31,09:12,U0247,energy drinks,False,
TXN010920,014,2025-10-31,09:12,U0258,energy drinks,True,True
TXN010921,009,2025-10-31,09:25,U0157,lottery,False,
TXN010922,016,2025-10-31,09:27,U0286,alcohol,False,
TXN010923,017,2025-10-31,09:38,U0291,tobacco,True,True
TXN010924,013,2025-10-31,10:02,U0226,tobacco,False,
TXN010925,019,2025-10-31,10:04,U0342,alcohol,False,
TXN010926,024,2025-10-31,10:05,U0420,tobacco,False,
TXN010927,020,2025-10-31,10:20,U0349,alcohol,True,True
TXN010928,026,2025-10-31,10:59,U0467,tobacco,True,False
TXN010929,023,2025-10-31,11:00,U0400,tobacco,False,
TXN010930,010,2025-10-31,11:09,U0172,alcohol,True,False
TXN010931,013,2025-10-31,11:13,U0221,analgesics,True,True
TXN010932,012,2025-10-31,11:52,U0213,energy drinks,False,
TXN010933,023,2025-10-31,12:06,U0398,alcohol,True,True
TXN010934,026,2025-10-31,12:12,U0462,energy drinks,False,
TXN010935,019,2025-10-31,12:23,U0336,alcohol,False,
TXN010936,014,2025-10-31,12:42,U0238,lottery,False,
TXN010937,003,2025-10-31,12:44,U0056,alcohol,True,True
TXN010938,005,2025-10-31,12:46,U0096,tobacco,False,
TXN010939,027,2025-10-31,12:52,U0488,lottery,False,
TXN010940,004,2025-10-31,12:59,U0067,alcohol,False,
TXN010941,027,2025-10-31,12:59,U0485,alcohol,False,
TXN010942,021,2025-10-31,13:05,U0376,lottery,False,
TXN010943,022,2025-10-31,13:18,U0392,alcohol,True,True
TXN010944,001,2025-10-31,13:27,U0012,lottery,False,
TXN010945,006,2025-10-31,13:31,U0117,alcohol,False,
TXN010946,023,2025-10-31,13:34,U0400,energy drinks,False,
TXN010947,020,2025-10-31,13:38,U0357,energy drinks,False,
TXN010948,019,2025-10-31,13:48,U0341,tobacco,True,True
TXN010949,026,2025-10-31,13:49,U0467,alcohol,False,
TXN010950,030,2025-10-31,13:51,U0518,tobacco,False,
TXN010951,027,2025-10-31,13:58,U0474,alcohol,False,
TXN010952,003,2025-10-31,14:02,U0039,energy drinks,False,
TXN010953,029,2025-10-31,14:11,U0508,tobacco,False,
TXN010954,001,2025-10-31,14:12,U0019,tobacco,False,
TXN010955,007,2025-10-31,14:25,U0127,tobacco,True,True
TXN010956,008,2025-10-31,14:35,U0149,analgesics,False,
TXN010957,015,2025-10-31,14:36,U0274,tobacco,False,
TXN010958,005,2025-10-31,14:40,U0096,energy drinks,False,
TXN010959,004,2025-10-31,14:42,U0062,lottery,False,
TXN010960,009,2025-10-31,14:42,U0155,tobacco,True,False
TXN010961,027,2025-10-31,14:43,U0487,tobacco,False,
TXN010962,010,2025-10-31,15:02,U0166,lottery,False,
TXN010963,029,2025-10-31,15:08,U0508,alcohol,False,
TXN010964,026,2025-10-31,15:20,U0456,alcohol,False,
TXN010965,009,2025-10-31,15:23,U0161,lottery,False,
TXN010966,003,2025-10-31,15:37,U0053,lottery,True,True
TXN010967,024,2025-10-31,15:46,U0425,tobacco,False,
TXN010968,003,2025-10-31,15:59,U0051,lottery,False,
TXN010969,009,2025-10-31,16:06,U0161,tobacco,False,
TXN010970,013,2025-10-31,16:12,U0217,analgesics,False,
TXN010971,028,2025-10-31,16:15,U0493,analgesics,False,
TXN010972,012,2025-10-31,16:22,U0207,tobacco,False,
TXN010973,027,2025-10-31,16:32,U0476,tobacco,False,
TXN010974,009,2025-10-31,16:36,U0158,energy drinks,True,True
TXN010975,007,2025-10-31,16:37,U0136,alcohol,False,
TXN010976,030,2025-10-31,17:00,U0525,tobacco,False,
TXN010977,020,2025-10-31,17:02,U0356,alcohol,False,
TXN010978,027,2025-10-31,17:08,U0481,alcohol,False,
TXN010979,001,2025-10-31,17:15,U0014,alcohol,False,
TXN010980,026,2025-10-31,17:19,U0450,lottery,True,True
TXN010981,029,2025-10-31,17:25,U0503,alcohol,False,
TXN010982,024,2025-10-31,17:40,U0412,alcohol,False,
TXN010983,028,2025-10-31,17:49,U0494,analgesics,False,
TXN010984,019,2025-10-31,17:50,U0336,tobacco,False,
TXN010985,002,2025-10-31,17:51,U0031,lottery,True,False
TXN010986,029,2025-10-31,18:03,U0508,alcohol,False,
TXN010987,009,2025-10-31,18:08,U0154,lottery,False,
TXN010988,021,2025-10-31,18:15,U0377,alcohol,False,
TXN010989,010,2025-10-31,18:16,U0182,lottery,False,
TXN010990,004,2025-10-31,18:17,U0077,alcohol,False,
TXN010991,021,2025-10-31,18:18,U0380,tobacco,True,True
TXN010992,029,2025-10-31,18:24,U0509,lottery,False,
TXN010993,006,2025-10-31,18:26,U0115,fireworks,False,
TXN010994,026,2025-10-31,18:34,U0462,lottery,False,
TXN010995,003,2025-10-31,18:38,U0039,fireworks,False,
TXN010996,019,2025-10-31,18:43,U0334,alcohol,False,
TXN010997,002,2025-10-31,18:48,U0032,alcohol,False,
TXN010998,027,2025-10-31,18:54,U0473,alcohol,True,True
TXN010999,007,2025-10-31,18:55,U0122,energy drinks,False,
TXN011000,014,2025-10-31,19:05,U0239,tobacco,False,
TXN011001,014,2025-10-31,19:12,U0241,tobacco,False,
TXN011002,005,2025-10-31,19:19,U0088,lottery,False,
TXN011003,020,2025-10-31,19:22,U0349,energy drinks,False,
TXN011004,026,2025-10-31,19:23,U0458,alcohol,False,
TXN011005,026,2025-10-31,19:23,U0464,tobacco,False,
TXN011006,006,2025-10-31,19:25,U0121,alcohol,True,True
TXN011007,007,2025-10-31,19:28,U0133,alcohol,True,True
TXN011008,004,2025-10-31,19:34,U0066,lottery,False,
TXN011009,020,2025-10-31,19:39,U0356,lottery,False,
TXN011010,019,2025-10-31,19:53,U0326,tobacco,True,True
TXN011011,026,2025-10-31,19:56,U0466,analgesics,False,
TXN011012,010,2025-10-31,20:10,U0186,alcohol,False,
